Id,Label,type,type2,color,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
内虞,内虞,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003712,4,0.259631,0.268506,0
内阁制,内阁制,notion,notion,"#FFFF00",0,2,2,0,4,4,0.015702,4,0.293298,0.323797,2139.717647
再以,再以,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
再会,再会,notion,notion,"#FFFF00",0,1,1,0,1,1,0.004405,4,0.26223,0.273276,0
再战,再战,notion,notion,"#FFFF00",0,2,2,0,2,2,0.010796,4,0.277811,0.300038,1362.569423
再接再厉,再接再厉,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
再来,再来,notion,notion,"#FFFF00",0,2,2,0,3,3,0.012981,4,0.286575,0.313799,2635.240412
再生,再生,notion,notion,"#FFFF00",0,3,3,0,7,7,0.017936,4,0.294889,0.326122,4879.218829
写于,写于,notion,notion,"#FFFF00",0,2,2,0,2,2,0.003219,4,0.256818,0.263257,191.431469
写在,写在,notion,notion,"#FFFF00",0,2,2,0,4,4,0.014158,4,0.289575,0.318318,2564.982617
写处,写处,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003712,4,0.259631,0.268506,0
写得,写得,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
军与民,军与民,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
军事同盟,军事同盟,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
军事基地,军事基地,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
军国主义,军国主义,notion,notion,"#FFFF00",0,2,2,0,7,7,0.012702,4,0.284043,0.30991,1810.999868
军火商,军火商,notion,notion,"#FFFF00",0,1,1,0,1,1,0.004405,4,0.26223,0.273276,0
军粮,军粮,notion,notion,"#FFFF00",0,3,3,0,4,4,0.008267,4,0.267153,0.282115,1059.879307
军纪,军纪,notion,notion,"#FFFF00",0,2,2,0,2,2,0.009396,4,0.273212,0.292464,955.196513
军统,军统,notion,notion,"#FFFF00",0,2,2,0,3,3,0.011056,4,0.278503,0.301156,881.625453
军训,军训,notion,notion,"#FFFF00",0,3,3,0,4,4,0.022906,4,0.310554,0.347504,6588.772667
军风纪,军风纪,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003263,4,0.258179,0.265798,0
农业试验,农业试验,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
农学院,农学院,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
农林水利,农林水利,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
农民工,农民工,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
农民节,农民节,notion,notion,"#FFFF00",0,2,2,0,5,5,0.017431,4,0.298852,0.331717,2608.70573
农艺系,农艺系,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
农行,农行,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
冤狱,冤狱,notion,notion,"#FFFF00",0,2,2,0,2,2,0.011525,4,0.280867,0.304935,1766.550318
冬令救济,冬令救济,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
冬宫,冬宫,notion,notion,"#FFFF00",0,1,1,0,3,3,0.007382,4,0.272023,0.290439,0
冯将军,冯将军,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
冯承钧,冯承钧,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00276,4,0.256685,0.262979,0
冲击,冲击,notion,notion,"#FFFF00",0,2,2,0,3,3,0.007355,4,0.269347,0.285899,611.621566
冲突,冲突,notion,notion,"#FFFF00",0,3,3,0,5,5,0.018997,4,0.299212,0.332247,5907.962615
决不,决不,notion,notion,"#FFFF00",0,2,2,0,2,2,0.011525,4,0.280867,0.304935,1766.550318
决堤,决堤,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
决定权,决定权,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003712,4,0.259631,0.268506,0
决战,决战,notion,notion,"#FFFF00",0,2,2,0,2,2,0.006512,4,0.266956,0.281742,354.236953
决赛,决赛,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
冷落,冷落,notion,notion,"#FFFF00",0,3,3,0,3,3,0.018601,4,0.298739,0.331586,4451.666743
冷静下来,冷静下来,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003712,4,0.259631,0.268506,0
凄寂的,凄寂的,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003712,4,0.259631,0.268506,0
准时,准时,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
减征,减征,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001795,4,0.254284,0.258382,0
减租,减租,notion,notion,"#FFFF00",0,6,6,0,14,14,0.034212,4,0.338536,0.380852,28585.559343
几位,几位,notion,notion,"#FFFF00",0,4,4,0,6,6,0.024441,4,0.31087,0.347939,8977.443505
几句,几句,notion,notion,"#FFFF00",0,3,3,0,5,5,0.021142,4,0.305428,0.340749,5482.709358
几年,几年,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
几张,几张,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
几时,几时,notion,notion,"#FFFF00",0,1,1,0,1,1,0.004405,4,0.26223,0.273276,0
几星,几星,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001925,4,0.254733,0.259248,0
几本,几本,notion,notion,"#FFFF00",0,2,2,0,2,2,0.011055,4,0.282647,0.307737,628.883962
几种,几种,notion,notion,"#FFFF00",0,7,7,0,14,14,0.035632,4,0.336769,0.378942,31785.24588
几首,几首,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
凭借,凭借,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00276,4,0.256685,0.262979,0
凶手,凶手,notion,notion,"#FFFF00",0,2,2,0,2,2,0.008583,4,0.270706,0.288229,664.253856
凶欧,凶欧,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001795,4,0.254284,0.258382,0
出使,出使,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
出卖,出卖,notion,notion,"#FFFF00",0,7,7,0,14,14,0.031072,4,0.322737,0.362803,21813.613446
出发,出发,notion,notion,"#FFFF00",0,4,4,0,4,4,0.015981,4,0.288272,0.316418,4725.588688
出命,出命,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
出奇,出奇,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003712,4,0.259631,0.268506,0
出席,出席,notion,notion,"#FFFF00",0,2,2,0,3,3,0.013477,4,0.286928,0.314334,2139.070573
出征,出征,notion,notion,"#FFFF00",0,1,1,0,1,1,0.004405,4,0.26223,0.273276,0
出来,出来,notion,notion,"#FFFF00",0,4,4,0,4,4,0.020474,4,0.305569,0.340964,9692.800196
出此下策,出此下策,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
出殡,出殡,notion,notion,"#FFFF00",0,3,3,0,3,3,0.019889,4,0.301921,0.335994,5972.752338
出洋,出洋,notion,notion,"#FFFF00",0,3,3,0,3,3,0.019508,4,0.299517,0.332672,5301.515881
出狱,出狱,notion,notion,"#FFFF00",0,3,3,0,3,3,0.014116,4,0.288031,0.31603,3813.633733
出现,出现,notion,notion,"#FFFF00",0,9,9,0,10,10,0.048383,4,0.369273,0.411665,56696.51838
出路,出路,notion,notion,"#FFFF00",0,12,12,0,34,34,0.062951,4,0.398164,0.436306,81131.72062
出钱,出钱,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
分子,分子,notion,notion,"#FFFF00",0,4,4,0,4,4,0.019204,4,0.292704,0.322984,5078.839936
分家,分家,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
分明,分明,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003712,4,0.259631,0.268506,0
分清,分清,notion,notion,"#FFFF00",0,1,1,0,1,1,0.004405,4,0.26223,0.273276,0
分级制,分级制,notion,notion,"#FFFF00",0,1,1,0,1,1,0.004405,4,0.26223,0.273276,0
分赃,分赃,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001925,4,0.254733,0.259248,0
分配,分配,notion,notion,"#FFFF00",0,4,4,0,5,5,0.020152,4,0.300038,0.333423,9848.809987
刊载,刊载,notion,notion,"#FFFF00",0,3,3,0,3,3,0.010178,4,0.275679,0.296584,2048.190117
刍狗,刍狗,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
列宁格勒,列宁格勒,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
列强,列强,notion,notion,"#FFFF00",0,2,2,0,3,3,0.014794,4,0.28985,0.318727,2075.122802
列车,列车,notion,notion,"#FFFF00",0,3,3,0,5,5,0.017351,4,0.29622,0.328027,6462.688109
刘伯承,刘伯承,notion,notion,"#FFFF00",0,5,5,0,9,9,0.032181,4,0.330173,0.371473,20467.091249
刘汝明部,刘汝明部,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
刘野,刘野,notion,notion,"#FFFF00",0,1,1,0,1,1,0.000392,4,0.250829,0.251611,0
刘魁,刘魁,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
创伤,创伤,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
创刊号,创刊号,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
创造者,创造者,notion,notion,"#FFFF00",0,4,4,0,10,10,0.023175,4,0.309163,0.345719,9891.828164
初到,初到,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
初春,初春,notion,notion,"#FFFF00",0,2,2,0,2,2,0.01373,4,0.288565,0.316806,1787.82497
初期,初期,notion,notion,"#FFFF00",0,2,2,0,4,4,0.015702,4,0.293298,0.323797,2139.717647
初次,初次,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003712,4,0.259631,0.268506,0
判决书,判决书,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
判处死刑,判处死刑,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
利国,利国,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
利得税,利得税,notion,notion,"#FFFF00",0,2,2,0,2,2,0.015702,4,0.293298,0.323797,2139.717647
利润,利润,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
别写,别写,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003263,4,0.258179,0.265798,0
别接,别接,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
制在,制在,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001795,4,0.254284,0.258382,0
制服,制服,notion,notion,"#FFFF00",0,1,1,0,1,1,0.004405,4,0.26223,0.273276,0
刺刀,刺刀,notion,notion,"#FFFF00",0,2,2,0,2,2,0.009643,4,0.274753,0.295031,1176.090935
刺案,刺案,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001795,4,0.254284,0.258382,0
刺激,刺激,notion,notion,"#FFFF00",0,2,2,0,2,2,0.011817,4,0.281325,0.305659,1575.385673
前哨战,前哨战,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00276,4,0.256685,0.262979,0
前夜,前夜,notion,notion,"#FFFF00",0,6,6,0,7,7,0.034422,4,0.333613,0.375404,24647.989602
前线,前线,notion,notion,"#FFFF00",0,5,5,0,15,15,0.028913,4,0.32412,0.364404,21201.872062
前言,前言,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
前记,前记,notion,notion,"#FFFF00",0,2,2,0,2,2,0.012096,4,0.282396,0.307343,1785.326915
前身,前身,notion,notion,"#FFFF00",0,2,2,0,10,10,0.009468,4,0.274516,0.294637,951.398503
前辈,前辈,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001795,4,0.254284,0.258382,0
前锋,前锋,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
前面,前面,notion,notion,"#FFFF00",0,4,4,0,4,4,0.031969,4,0.336984,0.379099,16806.273808
剑剌进,剑剌进,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001795,4,0.254284,0.258382,0
剑川,剑川,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
剔亮,剔亮,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001925,4,0.254733,0.259248,0
剖视,剖视,notion,notion,"#FFFF00",0,7,7,0,8,8,0.039219,4,0.349213,0.392167,35685.050552
剥削,剥削,notion,notion,"#FFFF00",0,4,4,0,5,5,0.017484,4,0.291907,0.321818,7129.517234
剥夺,剥夺,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003712,4,0.259631,0.268506,0
剧人,剧人,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
剧艺,剧艺,notion,notion,"#FFFF00",0,1,1,0,2,2,0.004405,4,0.26223,0.273276,0
剧运,剧运,notion,notion,"#FFFF00",0,1,1,0,1,1,0.004405,4,0.26223,0.273276,0
剩余物资,剩余物资,notion,notion,"#FFFF00",0,2,2,0,3,3,0.009032,4,0.271744,0.289992,805.544108
割去,割去,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
剷除,剷除,notion,notion,"#FFFF00",0,3,3,0,3,3,0.01872,4,0.300492,0.334026,4996.569143
力图,力图,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
力行,力行,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
劝告,劝告,notion,notion,"#FFFF00",0,2,2,0,2,2,0.015702,4,0.293298,0.323797,2139.717647
加价,加价,notion,notion,"#FFFF00",0,3,3,0,3,3,0.010655,4,0.276428,0.297812,2129.372596
加官,加官,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
加尔各答,加尔各答,notion,notion,"#FFFF00",0,3,3,0,3,3,0.025223,4,0.319297,0.358525,8303.350447
加工,加工,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
加征,加征,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001795,4,0.254284,0.258382,0
加拿大,加拿大,notion,notion,"#FFFF00",0,2,2,0,5,5,0.0174,4,0.300344,0.333795,3248.63834
加斯,加斯,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
加里,加里,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
加饷,加饷,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001424,4,0.253205,0.256288,0
动力,动力,notion,notion,"#FFFF00",0,2,2,0,2,2,0.008139,4,0.271642,0.289819,1549.916014
动员令,动员令,notion,notion,"#FFFF00",0,2,2,0,2,2,0.015949,4,0.295834,0.32745,2851.157683
动工,动工,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003712,4,0.259631,0.268506,0
动盪,动盪,notion,notion,"#FFFF00",0,2,2,0,4,4,0.014569,4,0.290179,0.319215,2352.897851
动盪中,动盪中,notion,notion,"#FFFF00",0,1,1,0,2,2,0.010019,4,0.281315,0.305617,0
助学,助学,notion,notion,"#FFFF00",0,8,8,0,15,15,0.050818,4,0.381279,0.422298,60042.20352
助长,助长,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003712,4,0.259631,0.268506,0
努力完成,努力完成,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
劳动,劳动,notion,notion,"#FFFF00",0,7,7,0,11,11,0.035621,4,0.334993,0.376973,31250.443914
劳动者,劳动者,notion,notion,"#FFFF00",0,4,4,0,9,9,0.024036,4,0.314304,0.352332,10553.661157
劳动营,劳动营,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
劳协,劳协,notion,notion,"#FFFF00",0,3,3,0,4,4,0.018468,4,0.296198,0.327996,3954.822592
勇于,勇于,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
勇敢,勇敢,notion,notion,"#FFFF00",0,4,4,0,5,5,0.025819,4,0.315127,0.353372,11492.206228
勇气,勇气,notion,notion,"#FFFF00",0,3,3,0,3,3,0.013981,4,0.287707,0.315541,5368.199393
包办,包办,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003712,4,0.259631,0.268506,0
包含,包含,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
化为,化为,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
北上,北上,notion,notion,"#FFFF00",0,2,2,0,2,2,0.011525,4,0.280867,0.304935,1766.550318
北极,北极,notion,notion,"#FFFF00",0,1,1,0,3,3,0.010019,4,0.281315,0.305617,0
北海道,北海道,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
匪患,匪患,notion,notion,"#FFFF00",0,3,3,0,4,4,0.019548,4,0.30113,0.334908,6368.36586
医活,医活,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
医药,医药,notion,notion,"#FFFF00",0,2,2,0,4,4,0.013752,4,0.290232,0.319294,2856.163134
十一万,十一万,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
十个,十个,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
十九年,十九年,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001424,4,0.253205,0.256288,0
十二艘,十二艘,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
十五,十五,notion,notion,"#FFFF00",0,8,8,0,13,13,0.045383,4,0.363142,0.405923,44304.801783
十五天,十五天,notion,notion,"#FFFF00",0,5,5,0,6,6,0.026503,4,0.310931,0.348044,13160.347075
十五岁,十五岁,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
十八,十八,notion,notion,"#FFFF00",0,4,4,0,4,4,0.029701,4,0.32983,0.371053,15769.630853
十四行,十四行,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
十大,十大,notion,notion,"#FFFF00",0,2,2,0,3,3,0.0174,4,0.300344,0.333795,3248.63834
十天,十天,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
