Id,Label,type,type2,color,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
听见,听见,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
启示,启示,notion,notion,"#FFFF00",0,4,4,0,5,5,0.01907,4,0.30014,0.333564,8527.684252
启蒙运动,启蒙运动,notion,notion,"#FFFF00",0,2,2,0,2,2,0.002028,4,0.254235,0.258313,149.524453
吴江,吴江,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003712,4,0.259631,0.268506,0
吴谷,吴谷,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
吴铁城,吴铁城,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
吴鼎昌,吴鼎昌,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
吹度,吹度,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
吾兄,吾兄,notion,notion,"#FFFF00",0,2,2,0,3,3,0.016795,4,0.297441,0.329733,2700.940674
吾国,吾国,notion,notion,"#FFFF00",0,3,3,0,7,7,0.017061,4,0.294758,0.325933,3272.54029
吾师,吾师,notion,notion,"#FFFF00",0,3,3,0,3,3,0.015656,4,0.288282,0.316407,4138.473744
吾爱,吾爱,notion,notion,"#FFFF00",0,2,2,0,2,2,0.010336,4,0.277393,0.299361,1576.640813
呈献,呈献,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003263,4,0.258179,0.265798,0
呜呼,呜呼,notion,notion,"#FFFF00",0,2,2,0,2,2,0.014424,4,0.291222,0.320758,2361.232522
周作人,周作人,notion,notion,"#FFFF00",0,4,4,0,4,4,0.025675,4,0.316358,0.354915,11727.971943
周保中,周保中,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
周信芳,周信芳,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
周恩来,周恩来,notion,notion,"#FFFF00",0,4,4,0,5,5,0.029337,4,0.328669,0.369715,15217.066958
周报,周报,notion,notion,"#FFFF00",0,3,3,0,14,14,0.015499,4,0.288439,0.316644,3969.209971
周期性,周期性,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
周济,周济,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
周浦,周浦,notion,notion,"#FFFF00",0,1,1,0,4,4,0.003733,4,0.260757,0.270584,0
呼冤,呼冤,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001795,4,0.254284,0.258382,0
呼呼,呼呼,notion,notion,"#FFFF00",0,1,1,0,1,1,0.004405,4,0.26223,0.273276,0
咀咒,咀咒,notion,notion,"#FFFF00",0,2,2,0,2,2,0.012778,4,0.285545,0.312224,1105.865382
咀嚼,咀嚼,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
和亲,和亲,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001795,4,0.254284,0.258382,0
和平攻势,和平攻势,notion,notion,"#FFFF00",0,5,5,0,7,7,0.022685,4,0.302173,0.336393,8659.060569
和平统一,和平统一,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
和平解决,和平解决,notion,notion,"#FFFF00",0,2,2,0,2,2,0.01246,4,0.282748,0.307895,1673.041297
和平谈判,和平谈判,notion,notion,"#FFFF00",0,2,2,0,3,3,0.008829,4,0.274649,0.294858,466.853682
和秀婉,和秀婉,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001424,4,0.253205,0.256288,0
和约,和约,notion,notion,"#FFFF00",0,9,9,0,31,31,0.05783,4,0.396138,0.434621,64824.774827
和而不同,和而不同,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
和谈,和谈,notion,notion,"#FFFF00",0,11,11,0,20,20,0.062578,4,0.407003,0.443097,85196.290903
咏雪,咏雪,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
咖啡,咖啡,notion,notion,"#FFFF00",0,1,1,0,1,1,0.004405,4,0.26223,0.273276,0
哀愁,哀愁,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
哀求,哀求,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
哀费筱芝,哀费筱芝,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
哀鸣,哀鸣,notion,notion,"#FFFF00",0,3,3,0,4,4,0.014654,4,0.288481,0.316707,4610.545495
哈尔滨,哈尔滨,notion,notion,"#FFFF00",0,4,4,0,8,8,0.028156,4,0.323975,0.364204,14741.892681
哈林致,哈林致,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
哈而滨,哈而滨,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003712,4,0.259631,0.268506,0
哈萨克,哈萨克,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
哈里曼,哈里曼,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
哥哥,哥哥,notion,notion,"#FFFF00",0,2,2,0,2,2,0.008571,4,0.273015,0.292134,904.000036
哨兵,哨兵,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
哭四弟,哭四弟,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003263,4,0.258179,0.265798,0
哭诉,哭诉,notion,notion,"#FFFF00",0,2,2,0,5,5,0.008701,4,0.273419,0.292811,994.341311
哭闻,哭闻,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003712,4,0.259631,0.268506,0
唐吉珂德,唐吉珂德,notion,notion,"#FFFF00",0,1,1,0,1,1,0.004405,4,0.26223,0.273276,0
唯物,唯物,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001424,4,0.253205,0.256288,0
唯物论,唯物论,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00276,4,0.256685,0.262979,0
啄木鸟,啄木鸟,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
商业,商业,notion,notion,"#FFFF00",0,4,4,0,5,5,0.029701,4,0.32983,0.371053,15769.630853
商业部长,商业部长,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
商人,商人,notion,notion,"#FFFF00",0,6,6,0,7,7,0.035967,4,0.340175,0.382631,27263.300232
商务,商务,notion,notion,"#FFFF00",0,2,2,0,2,2,0.012096,4,0.282396,0.307343,1785.326915
商品,商品,notion,notion,"#FFFF00",0,1,1,0,1,1,0.004405,4,0.26223,0.273276,0
商场,商场,notion,notion,"#FFFF00",0,2,2,0,2,2,0.011681,4,0.281975,0.306682,2054.453631
商港,商港,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
商议,商议,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003712,4,0.259631,0.268506,0
啓示,啓示,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
啼笑皆非,啼笑皆非,notion,notion,"#FFFF00",0,2,2,0,2,2,0.005868,4,0.266026,0.280105,708.957024
善本,善本,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
善爲,善爲,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
喉咙,喉咙,notion,notion,"#FFFF00",0,1,1,0,1,1,0.004405,4,0.26223,0.273276,0
喜剧,喜剧,notion,notion,"#FFFF00",0,2,2,0,2,2,0.011056,4,0.278503,0.301156,881.625453
喜欢,喜欢,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00276,4,0.256685,0.262979,0
喜赋,喜赋,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
喝水,喝水,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001795,4,0.254284,0.258382,0
嘉兴,嘉兴,notion,notion,"#FFFF00",0,1,1,0,1,1,0.004405,4,0.26223,0.273276,0
嘱望,嘱望,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
嘲笑,嘲笑,notion,notion,"#FFFF00",0,2,2,0,2,2,0.008829,4,0.274649,0.294858,466.853682
噩梦,噩梦,notion,notion,"#FFFF00",0,3,3,0,3,3,0.012337,4,0.28048,0.304347,3492.734076
嚣张,嚣张,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
四七,四七,notion,notion,"#FFFF00",0,2,2,0,2,2,0.013066,4,0.285032,0.311437,1898.975371
四分之三,四分之三,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
四十万,四十万,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
四十九年,四十九年,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
四卖,四卖,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
四哥,四哥,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
四国,四国,notion,notion,"#FFFF00",0,5,5,0,7,7,0.03414,4,0.337313,0.379487,19449.581358
四川省,四川省,notion,notion,"#FFFF00",0,2,2,0,3,3,0.015702,4,0.293298,0.323797,2139.717647
四平,四平,notion,notion,"#FFFF00",0,3,3,0,3,3,0.013256,4,0.283992,0.309857,3204.430667
四强,四强,notion,notion,"#FFFF00",0,3,3,0,3,3,0.020859,4,0.30483,0.339946,6542.895522
四强间,四强间,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
四海,四海,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
四百万,四百万,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003712,4,0.259631,0.268506,0
四种,四种,notion,notion,"#FFFF00",0,2,2,0,3,3,0.012707,4,0.283952,0.309768,1855.868824
四贤,四贤,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003712,4,0.259631,0.268506,0
四问,四问,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
四项,四项,notion,notion,"#FFFF00",0,4,4,0,5,5,0.02749,4,0.321625,0.361386,12939.240963
四首,四首,notion,notion,"#FFFF00",0,4,4,0,7,7,0.021757,4,0.304713,0.339815,9956.141462
回乡,回乡,notion,notion,"#FFFF00",0,3,3,0,4,4,0.016715,4,0.295515,0.32702,6993.481486
回事,回事,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003712,4,0.259631,0.268506,0
回到,回到,notion,notion,"#FFFF00",0,6,6,0,9,9,0.032679,4,0.331289,0.372775,26340.106697
回去,回去,notion,notion,"#FFFF00",0,2,2,0,2,2,0.007115,4,0.267568,0.282813,556.131075
回头,回头,notion,notion,"#FFFF00",0,2,2,0,2,2,0.006744,4,0.26675,0.28138,432.687651
回家,回家,notion,notion,"#FFFF00",0,2,2,0,3,3,0.010509,4,0.279139,0.302179,2173.288384
回答,回答,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001795,4,0.254284,0.258382,0
回老家,回老家,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
因于,因于,notion,notion,"#FFFF00",0,1,1,0,1,1,0.004405,4,0.26223,0.273276,0
因何,因何,notion,notion,"#FFFF00",0,1,1,0,1,1,0.004405,4,0.26223,0.273276,0
因果,因果,notion,notion,"#FFFF00",0,3,3,0,3,3,0.022478,4,0.308995,0.345473,6513.699617
团沙,团沙,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
园地,园地,notion,notion,"#FFFF00",0,1,1,0,2,2,0.003733,4,0.260757,0.270584,0
围剿,围剿,notion,notion,"#FFFF00",0,3,3,0,3,3,0.019318,4,0.299528,0.332688,5684.267546
围绕,围绕,notion,notion,"#FFFF00",0,3,3,0,4,4,0.018907,4,0.299619,0.332814,6178.282753
固有,固有,notion,notion,"#FFFF00",0,1,1,0,1,1,0.004405,4,0.26223,0.273276,0
国中,国中,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001795,4,0.254284,0.258382,0
国会,国会,notion,notion,"#FFFF00",0,5,5,0,12,12,0.029984,4,0.325983,0.366608,15723.617613
国体,国体,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
国债,国债,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
国内外,国内外,notion,notion,"#FFFF00",0,3,3,0,4,4,0.023331,4,0.314628,0.352715,8424.380622
国内形势,国内形势,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
国和会,国和会,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
国定,国定,notion,notion,"#FFFF00",0,2,2,0,2,2,0.009396,4,0.273212,0.292464,955.196513
国府,国府,notion,notion,"#FFFF00",0,5,5,0,7,7,0.027964,4,0.320056,0.359507,15621.328589
国教,国教,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001036,4,0.252248,0.254414,0
国民会议,国民会议,notion,notion,"#FFFF00",0,2,2,0,3,3,0.004687,4,0.260423,0.269996,241.504798
国民党二中全会,国民党二中全会,notion,notion,"#FFFF00",0,3,3,0,4,4,0.015499,4,0.288439,0.316644,3969.209971
国民政府,国民政府,notion,notion,"#FFFF00",0,1,1,0,2,2,0.00532,4,0.264792,0.27789,0
国社党,国社党,notion,notion,"#FFFF00",0,1,1,0,1,1,0.004405,4,0.26223,0.273276,0
国营,国营,notion,notion,"#FFFF00",0,2,2,0,2,2,0.012096,4,0.282396,0.307343,1785.326915
国见,国见,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
国运,国运,notion,notion,"#FFFF00",0,2,2,0,3,3,0.012778,4,0.285545,0.312224,1105.865382
国道,国道,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
国都,国都,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
国际共管,国际共管,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
国际化,国际化,notion,notion,"#FFFF00",0,2,2,0,2,2,0.007401,4,0.269073,0.285426,797.078863
国际舆论,国际舆论,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003712,4,0.259631,0.268506,0
国际贸易,国际贸易,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
国风,国风,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
图属题,图属题,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
圈外,圈外,notion,notion,"#FFFF00",0,2,2,0,2,2,0.008117,4,0.269356,0.285914,744.314065
土匪,土匪,notion,notion,"#FFFF00",0,4,4,0,4,4,0.027341,4,0.319696,0.35904,12872.521364
土地税,土地税,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
圣地,圣地,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00276,4,0.256685,0.262979,0
圣约翰,圣约翰,notion,notion,"#FFFF00",0,2,2,0,2,2,0.013477,4,0.286928,0.314334,2139.070573
在于,在于,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
在历史上,在历史上,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001795,4,0.254284,0.258382,0
