Source,Target,Type,Id,Label,timeset,Weight,year,place,MMNT-EdgeType
黄炎培(1945),骆闻(1945),Undirected,5598,author-author,,2,,,author<--->author
黄炎培(1945),魏矢(1945),Undirected,5599,author-author,,4,,,author<--->author
黄炎培(1945),鲍乐蒂(1945),Undirected,5600,author-author,,4,,,author<--->author
黄炎培(1945),黎舫(1945),Undirected,5601,author-author,,4,,,author<--->author
黄炎培(1945),Clark，B.(1945),Undirected,5602,author-author,,2,,,author<--->author
黄炎培(1945),Milner，I.(1945),Undirected,5603,author-author,,2,,,author<--->author
黄炎培(1945),丁一(1945),Undirected,5604,author-author,,25,,,author<--->author
黄炎培(1945),丁玲(1945),Undirected,5605,author-author,,2,,,author<--->author
黄炎培(1945),丁西林(1945),Undirected,5606,author-author,,2,,,author<--->author
黄炎培(1945),万影(1945),Undirected,5607,author-author,,25,,,author<--->author
黄炎培(1945),不耳(1945),Undirected,5608,author-author,,2,,,author<--->author
黄炎培(1945),丘八大(1945),Undirected,5609,author-author,,2,,,author<--->author
黄炎培(1945),东方晦之(1945),Undirected,5610,author-author,,2,,,author<--->author
黄炎培(1945),严亚明(1945),Undirected,5611,author-author,,2,,,author<--->author
黄炎培(1945),严克(1945),Undirected,5612,author-author,,2,,,author<--->author
黄炎培(1945),严奇(1945),Undirected,5613,author-author,,2,,,author<--->author
黄炎培(1945),严问天(1945),Undirected,5614,author-author,,25,,,author<--->author
黄炎培(1945),丹尼尔(1945),Undirected,5615,author-author,,25,,,author<--->author
黄炎培(1945),于蒪(1945),Undirected,5616,author-author,,1,,,author<--->author
黄炎培(1945),任四维(1945),Undirected,5617,author-author,,2,,,author<--->author
黄炎培(1945),伊利奥特(1945),Undirected,5618,author-author,,25,,,author<--->author
黄炎培(1945),伍同伐(1945),Undirected,5619,author-author,,2,,,author<--->author
黄炎培(1945),伯伟(1945),Undirected,5620,author-author,,2,,,author<--->author
黄炎培(1945),但维斯(1945),Undirected,5621,author-author,,25,,,author<--->author
黄炎培(1945),何其芳(1945),Undirected,5622,author-author,,2,,,author<--->author
黄炎培(1945),何惧(1945),Undirected,5623,author-author,,1,,,author<--->author
黄炎培(1945),何方(1945),Undirected,5624,author-author,,1,,,author<--->author
黄炎培(1945),余剡溪(1945),Undirected,5625,author-author,,3,,,author<--->author
黄炎培(1945),侯外庐(1945),Undirected,5626,author-author,,26,,,author<--->author
黄炎培(1945),俊生(1945),Undirected,5627,author-author,,2,,,author<--->author
黄炎培(1945),俞焕文(1945),Undirected,5628,author-author,,25,,,author<--->author
黄炎培(1945),傅彬然(1945),Undirected,5629,author-author,,25,,,author<--->author
黄炎培(1945),傅雷(1945),Undirected,5630,author-author,,2,,,author<--->author
黄炎培(1945),光军(1945),Undirected,5631,author-author,,25,,,author<--->author
黄炎培(1945),光涛(1945),Undirected,5632,author-author,,2,,,author<--->author
黄炎培(1945),公健(1945),Undirected,5633,author-author,,2,,,author<--->author
黄炎培(1945),再生侯北人(1945),Undirected,5634,author-author,,2,,,author<--->author
黄炎培(1945),冯乃超(1945),Undirected,5635,author-author,,1,,,author<--->author
黄炎培(1945),冯克(1945),Undirected,5636,author-author,,3,,,author<--->author
黄炎培(1945),冯少山(1945),Undirected,5637,author-author,,2,,,author<--->author
黄炎培(1945),冶人(1945),Undirected,5638,author-author,,1,,,author<--->author
黄炎培(1945),冷遹(1945),Undirected,5639,author-author,,25,,,author<--->author
黄炎培(1945),冷风(1945),Undirected,5640,author-author,,25,,,author<--->author
黄炎培(1945),刘尊棋(1945),Undirected,5641,author-author,,25,,,author<--->author
黄炎培(1945),刘清扬(1945),Undirected,5642,author-author,,2,,,author<--->author
黄炎培(1945),劳莹(1945),Undirected,5643,author-author,,2,,,author<--->author
黄炎培(1945),北人(1945),Undirected,5644,author-author,,3,,,author<--->author
黄炎培(1945),华臣(1945),Undirected,5645,author-author,,2,,,author<--->author
黄炎培(1945),卢剑公(1945),Undirected,5646,author-author,,2,,,author<--->author
黄炎培(1945),卢铎(1945),Undirected,5647,author-author,,2,,,author<--->author
黄炎培(1945),友非(1945),Undirected,5648,author-author,,25,,,author<--->author
黄炎培(1945),叶君(1945),Undirected,5649,author-author,,2,,,author<--->author
黄炎培(1945),司马星(1945),Undirected,5650,author-author,,1,,,author<--->author
黄炎培(1945),吕德润(1945),Undirected,5651,author-author,,2,,,author<--->author
黄炎培(1945),吴世昌(1945),Undirected,5652,author-author,,2,,,author<--->author
黄炎培(1945),吴祖光(1945),Undirected,5653,author-author,,1,,,author<--->author
