Source,Target,Type,Id,Label,timeset,Weight,year,place,MMNT-EdgeType
陈正清(1949),叶剑英(1949),Undirected,20590,author-author,,18,,,author<--->author
陈正清(1949),叶籁士(1949),Undirected,20591,author-author,,18,,,author<--->author
陈正清(1949),向阳(1949),Undirected,20592,author-author,,18,,,author<--->author
陈正清(1949),吕梁(1949),Undirected,20593,author-author,,18,,,author<--->author
陈正清(1949),吴多文(1949),Undirected,20594,author-author,,18,,,author<--->author
陈正清(1949),吴广(1949),Undirected,20595,author-author,,18,,,author<--->author
陈正清(1949),吴玉章(1949),Undirected,20596,author-author,,18,,,author<--->author
陈正清(1949),周太玄(1949),Undirected,20597,author-author,,18,,,author<--->author
陈正清(1949),夏合德(1949),Undirected,20598,author-author,,18,,,author<--->author
陈正清(1949),夷白(1949),Undirected,20599,author-author,,18,,,author<--->author
陈正清(1949),威康·福斯特(1949),Undirected,20600,author-author,,18,,,author<--->author
陈正清(1949),守素(1949),Undirected,20601,author-author,,18,,,author<--->author
陈正清(1949),宋允一(1949),Undirected,20602,author-author,,18,,,author<--->author
陈正清(1949),宫本显治(1949),Undirected,20603,author-author,,18,,,author<--->author
陈正清(1949),寒梅(1949),Undirected,20604,author-author,,18,,,author<--->author
陈正清(1949),少峯(1949),Undirected,20605,author-author,,18,,,author<--->author
陈正清(1949),山民(1949),Undirected,20606,author-author,,18,,,author<--->author
陈正清(1949),左尔宁(1949),Undirected,20607,author-author,,18,,,author<--->author
陈正清(1949),广志(1949),Undirected,20608,author-author,,18,,,author<--->author
陈正清(1949),廖盖隆(1949),Undirected,20609,author-author,,18,,,author<--->author
陈正清(1949),张六村(1949),Undirected,20610,author-author,,18,,,author<--->author
陈正清(1949),张华(1949),Undirected,20611,author-author,,18,,,author<--->author
陈正清(1949),张天翼(1949),Undirected,20612,author-author,,18,,,author<--->author
陈正清(1949),张如心(1949),Undirected,20613,author-author,,18,,,author<--->author
陈正清(1949),张学思(1949),Undirected,20614,author-author,,18,,,author<--->author
陈正清(1949),张彦(1949),Undirected,20615,author-author,,18,,,author<--->author
