Id,Label,timeset,type,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
太平洋战争 (n),太平洋战争,,notion,1,0,1,1,0,1,0.007848,11,0.2,0.21135,0
问题 (n),问题,,notion,85,0,85,124,0,124,0.778219,11,0.295157,0.33969,822086.508882
英国 (n),英国,,notion,12,0,12,14,0,14,0.073771,11,0.238056,0.254496,44138.199525
延安 (n),延安,,notion,4,0,4,5,0,5,0.028767,11,0.223075,0.237658,7643.58458
日记 (n),日记,,notion,4,0,4,4,0,4,0.059454,11,0.236773,0.253185,13616.289606
云南 (n),云南,,notion,1,0,1,1,0,1,0.006842,11,0.197151,0.207944,0
讲话 (n),讲话,,notion,3,0,3,7,0,7,0.019427,11,0.213572,0.226198,272.962669
政治 (n),政治,,notion,40,0,40,53,0,53,0.382282,9,0.26949,0.301408,211611.604468
人间 (n),人间,,notion,2,0,2,2,0,2,0.011226,11,0.208031,0.220055,645.333382
工作 (n),工作,,notion,32,0,32,66,0,66,0.179267,11,0.234601,0.260888,169198.993207
内战 (n),内战,,notion,42,0,42,52,0,52,0.389707,9,0.273614,0.305869,313654.095442
和平 (n),和平,,notion,40,0,40,47,0,47,0.348228,11,0.273503,0.305247,273032.898046
物价 (n),物价,,notion,1,0,1,1,0,1,0.003603,11,0.17964,0.1886,0
第八 (n),第八,,notion,1,0,1,1,0,1,0.018154,11,0.213572,0.226882,0
人民 (n),人民,,notion,49,0,49,65,0,65,0.398177,11,0.27269,0.305367,349616.272893
提高 (n),提高,,notion,3,0,3,3,0,3,0.023053,11,0.214775,0.22884,3102.781072
改造 (n),改造,,notion,5,0,5,7,0,7,0.022876,11,0.218279,0.231915,3950.799721
诚实 (n),诚实,,notion,1,0,1,1,0,1,0.015283,11,0.211272,0.224335,0
对华政策 (n),对华政策,,notion,13,0,13,14,0,14,0.091853,11,0.236496,0.254907,14274.126988
努力 (n),努力,,notion,6,0,6,7,0,7,0.016146,10,0.211316,0.224187,13305.805908
参政会 (n),参政会,,notion,2,0,2,2,0,2,0.032969,11,0.224987,0.239052,225.564461
国民大会 (n),国民大会,,notion,9,0,9,10,0,10,0.145271,11,0.251478,0.27366,36113.322403
青年 (n),青年,,notion,8,0,8,8,0,8,0.04599,11,0.229746,0.245676,20548.150918
文学 (n),文学,,notion,9,0,9,18,0,18,0.016068,11,0.179099,0.189842,17826.895551
特务 (n),特务,,notion,4,0,4,5,0,5,0.004573,11,0.162361,0.168829,3456.410526
政治协商会议 (n),政治协商会议,,notion,21,0,21,28,0,28,0.225052,9,0.257931,0.283947,90956.243436
历史 (n),历史,,notion,17,0,17,23,0,23,0.150008,9,0.251447,0.272741,74786.667544
推进 (n),推进,,notion,1,0,1,1,0,1,0.001923,13,0.174053,0.181373,0
外长 (n),外长,,notion,4,0,4,7,0,7,0.04889,11,0.22855,0.244754,2775.681883
杂志 (n),杂志,,notion,1,0,1,1,0,1,0.003782,10,0.186178,0.195152,0
成都 (n),成都,,notion,1,0,1,1,0,1,0.000848,15,0.120143,0.122714,0
八年 (n),八年,,notion,5,0,5,7,0,7,0.043536,11,0.210831,0.226074,2847.135104
失业 (n),失业,,notion,1,0,1,1,0,1,0.003217,11,0.189301,0.198816,0
民生 (n),民生,,notion,2,0,2,2,0,2,0.010748,11,0.198137,0.210256,2580.37581
社会 (n),社会,,notion,8,0,8,9,0,9,0.060016,11,0.235065,0.251344,19641.582665
福斯 (n),福斯,,notion,4,0,4,4,0,4,0.04321,11,0.233408,0.248769,6939.004444
贫困 (n),贫困,,notion,3,0,3,4,0,4,0.00827,11,0.20002,0.211613,237.976682
逻辑 (n),逻辑,,notion,2,0,2,3,0,3,0.003887,11,0.186936,0.196238,1117.724935
战局 (n),战局,,notion,2,0,2,2,0,2,0.010367,11,0.200258,0.212233,1008.42499
提议 (n),提议,,notion,2,0,2,3,0,3,0.015003,11,0.209998,0.222975,297.961741
欧洲 (n),欧洲,,notion,7,0,7,7,0,7,0.058029,11,0.227367,0.24418,6703.963155
旅途 (n),旅途,,notion,2,0,2,3,0,3,0.003184,11,0.177338,0.184574,77.122444
杂记 (n),杂记,,notion,4,0,4,7,0,7,0.012534,11,0.205701,0.218259,9263.788882
原子弹 (n),原子弹,,notion,9,0,9,10,0,10,0.036135,11,0.230217,0.245209,31026.132302
教育 (n),教育,,notion,26,0,26,30,0,30,0.162844,11,0.24946,0.27401,168445.133242
恢复 (n),恢复,,notion,1,0,1,1,0,1,0.026341,11,0.220158,0.234204,0
几个 (n),几个,,notion,2,0,2,3,0,3,0.005458,11,0.19231,0.202674,151.280774
研究 (n),研究,,notion,3,0,3,3,0,3,0.007566,11,0.193544,0.204451,2554.917443
鲁迅 (n),鲁迅,,notion,2,0,2,6,0,6,0.005823,11,0.18426,0.193316,56.110051
苏联 (n),苏联,,notion,14,0,14,19,0,19,0.102073,11,0.239382,0.258701,24106.13354
待续 (n),待续,,notion,1,0,1,8,0,8,0.013447,11,0.203587,0.216305,0
一次 (n),一次,,notion,13,0,13,15,0,15,0.082268,11,0.229225,0.248405,25964.929019
不要 (n),不要,,notion,12,0,12,12,0,12,0.170497,11,0.255194,0.277869,58131.988932
国内 (n),国内,,notion,9,0,9,21,0,21,0.051833,11,0.230769,0.247715,25546.190761
阶段 (n),阶段,,notion,2,0,2,2,0,2,0.018154,10,0.214343,0.22758,417.245295
保障 (n),保障,,notion,7,0,7,10,0,10,0.076013,11,0.240607,0.257659,8393.320681
有感 (n),有感,,notion,4,0,4,4,0,4,0.022152,11,0.21802,0.231502,1705.761456
读报 (n),读报,,notion,2,0,2,3,0,3,0.001758,13,0.152993,0.158194,0.5
管见 (n),管见,,notion,1,0,1,1,0,1,0.001261,13,0.16688,0.173175,0
高等教育 (n),高等教育,,notion,1,0,1,1,0,1,0.001261,13,0.16688,0.173175,0
检讨 (n),检讨,,notion,8,0,8,8,0,8,0.067611,11,0.231988,0.249222,13016.416833
农村 (n),农村,,notion,11,0,11,11,0,11,0.028672,11,0.220038,0.234935,54084.248816
湘西 (n),湘西,,notion,1,0,1,1,0,1,0.000898,13,0.159919,0.164741,0
运动史 (n),运动史,,notion,1,0,1,2,0,2,0.006382,11,0.196786,0.207765,0
各界 (n),各界,,notion,1,0,1,1,0,1,0.00679,11,0.198429,0.209421,0
陪都 (n),陪都,,notion,8,0,8,8,0,8,0.030403,11,0.216618,0.231128,16198.094783
清末 (n),清末,,notion,1,0,1,1,0,1,0.006382,11,0.196786,0.207765,0
昆明 (n),昆明,,notion,14,0,14,19,0,19,0.06542,9,0.234983,0.25291,52001.788267
思想 (n),思想,,notion,10,0,10,14,0,14,0.038291,11,0.224413,0.239813,35675.563856
准备 (n),准备,,notion,4,0,4,4,0,4,0.012146,11,0.202526,0.214581,718.044121
谈判 (n),谈判,,notion,4,0,4,4,0,4,0.012627,11,0.200139,0.212741,6343.986891
杂感 (n),杂感,,notion,9,0,9,15,0,15,0.038692,11,0.220374,0.236772,31289.481912
贵阳 (n),贵阳,,notion,1,0,1,1,0,1,0.000741,2,0.666667,0.75,0
最后 (n),最后,,notion,10,0,10,11,0,11,0.09934,11,0.244865,0.2641,26009.05703
日本 (n),日本,,notion,12,0,12,14,0,14,0.093167,11,0.24231,0.261073,31328.683391
批判 (n),批判,,notion,3,0,3,3,0,3,0.030524,9,0.222927,0.237672,3230.598819
危机 (n),危机,,notion,4,0,4,4,0,4,0.038503,11,0.228447,0.243732,5952.799354
对策 (n),对策,,notion,3,0,3,5,0,5,0.023945,11,0.213572,0.228016,2425.237083
动态 (n),动态,,notion,2,0,2,2,0,2,0.009512,11,0.196959,0.208177,36.063798
原子能 (n),原子能,,notion,2,0,2,2,0,2,0.009226,11,0.204225,0.216055,2516.573752
展望 (n),展望,,notion,6,0,6,6,0,6,0.026899,11,0.210655,0.225864,19129.899067
未来 (n),未来,,notion,2,0,2,8,0,8,0.035421,11,0.221485,0.237186,600.07883
莫斯科 (n),莫斯科,,notion,2,0,2,2,0,2,0.033293,11,0.219536,0.234484,509.032227
伦敦 (n),伦敦,,notion,2,0,2,4,0,4,0.017306,11,0.21136,0.224616,124.193084
方式 (n),方式,,notion,3,0,3,3,0,3,0.054274,11,0.230112,0.247151,2215.705153
介绍 (n),介绍,,notion,7,0,7,7,0,7,0.03868,11,0.224189,0.240138,10017.265318
职业 (n),职业,,notion,2,0,2,2,0,2,0.010772,11,0.205325,0.216925,137.394637
法国 (n),法国,,notion,5,0,5,6,0,6,0.041938,11,0.222314,0.236969,3394.978001
秘密 (n),秘密,,notion,2,0,2,5,0,5,0.004292,11,0.181855,0.191229,142.264453
地中海 (n),地中海,,notion,4,0,4,4,0,4,0.039426,11,0.221777,0.23711,1794.82727
解放 (n),解放,,notion,1,0,1,1,0,1,0.054931,11,0.236385,0.252261,0
与其 (n),与其,,notion,1,0,1,1,0,1,0.005466,11,0.190443,0.20031,0
德国 (n),德国,,notion,4,0,4,4,0,4,0.028884,11,0.216316,0.230783,9708.822911
民族 (n),民族,,notion,4,0,4,4,0,4,0.019828,11,0.212004,0.225405,1708.946397
社会主义 (n),社会主义,,notion,2,0,2,2,0,2,0.035156,11,0.221219,0.235746,167.356575
学生会 (n),学生会,,notion,1,0,1,1,0,1,0.009335,13,0.19802,0.209353,0
接收 (n),接收,,notion,1,0,1,1,0,1,0.03595,11,0.227163,0.241913,0
庆祝 (n),庆祝,,notion,2,0,2,2,0,2,0.008068,11,0.198624,0.209943,2257.056823
应有 (n),应有,,notion,2,0,2,2,0,2,0.036504,11,0.226425,0.241319,970.210357
当心 (n),当心,,notion,6,0,6,6,0,6,0.027983,9,0.21706,0.233082,16521.15934
把戏 (n),把戏,,notion,1,0,1,1,0,1,0.001056,13,0.166071,0.171303,0
汉奸 (n),汉奸,,notion,4,0,4,4,0,4,0.059437,11,0.23512,0.251831,21706.753812
上海市 (n),上海市,,notion,1,0,1,2,0,2,0.054931,11,0.236385,0.252261,0
始末 (n),始末,,notion,1,0,1,1,0,1,0.000932,13,0.155286,0.159961,0
欢迎 (n),欢迎,,notion,2,0,2,2,0,2,0.004463,11,0.17988,0.188352,312.802088
特使 (n),特使,,notion,5,0,5,5,0,5,0.111458,11,0.246327,0.266053,9181.120193
马歇 (n),马歇,,notion,1,0,1,1,0,1,0.006435,11,0.193285,0.204,0
新年 (n),新年,,notion,2,0,2,2,0,2,0.005167,11,0.183891,0.193363,317.993441
民间 (n),民间,,notion,1,0,1,1,0,1,0.003924,13,0.173248,0.181055,0
解除 (n),解除,,notion,1,0,1,1,0,1,0.002865,11,0.175413,0.183585,0
杂谈 (n),杂谈,,notion,2,0,2,2,0,2,0.016915,11,0.21167,0.224347,347.473163
反对 (n),反对,,notion,14,0,14,14,0,14,0.160264,9,0.252799,0.274848,59458.901291
塑像 (n),塑像,,notion,1,0,1,1,0,1,0.009447,11,0.198215,0.209905,0
上海 (n),上海,,notion,12,0,12,15,0,15,0.047593,9,0.229955,0.247041,58964.023525
健全 (n),健全,,notion,1,0,1,1,0,1,0.010748,11,0.195662,0.207372,0
创设 (n),创设,,notion,1,0,1,1,0,1,0.001752,13,0.167405,0.174001,0
即刻 (n),即刻,,notion,1,0,1,1,0,1,0.014046,11,0.211493,0.22413,0
大学 (n),大学,,notion,9,0,9,9,0,9,0.08722,11,0.240636,0.260036,30703.60495
应该 (n),应该,,notion,4,0,4,4,0,4,0.069667,11,0.241095,0.259158,17710.008539
代表 (n),代表,,notion,12,0,12,14,0,14,0.105095,11,0.246177,0.265957,41866.743728
参议会 (n),参议会,,notion,2,0,2,3,0,3,0.076137,11,0.241355,0.258566,1175.15792
见闻 (n),见闻,,notion,3,0,3,3,0,3,0.002423,13,0.148659,0.153874,5224.306874
声音 (n),声音,,notion,2,0,2,2,0,2,0.007855,11,0.193674,0.204382,33.241946
这是 (n),这是,,notion,3,0,3,3,0,3,0.014567,11,0.20568,0.218053,3795.905143
游行 (n),游行,,notion,3,0,3,3,0,3,0.005242,11,0.182167,0.190831,299.994769
追记 (n),追记,,notion,2,0,2,2,0,2,0.004398,11,0.187962,0.197582,839.350571
无锡 (n),无锡,,notion,3,0,3,3,0,3,0.01383,11,0.199664,0.212798,4509.162049
对华 (n),对华,,notion,1,0,1,1,0,1,0.015283,11,0.211272,0.224335,0
时局 (n),时局,,notion,26,0,26,33,0,33,0.308969,11,0.269958,0.297838,146643.259081
杜鲁门 (n),杜鲁门,,notion,4,0,4,5,0,5,0.091646,11,0.240636,0.260158,6279.266302
一大 (n),一大,,notion,1,0,1,1,0,1,0.008566,11,0.202141,0.213789,0
贪污案 (n),贪污案,,notion,1,0,1,1,0,1,0.008566,11,0.202141,0.213789,0
保证 (n),保证,,notion,2,0,2,2,0,2,0.005543,11,0.193674,0.204335,127.237825
永久 (n),永久,,notion,2,0,2,2,0,2,0.004407,11,0.179736,0.188287,344.20944
东京 (n),东京,,notion,3,0,3,3,0,3,0.005484,11,0.185019,0.194621,8261.393685
中苏 (n),中苏,,notion,2,0,2,2,0,2,0.004734,11,0.183523,0.193006,1425.495478
大选 (n),大选,,notion,2,0,2,2,0,2,0.016641,11,0.212338,0.225478,528.903409
悲观 (n),悲观,,notion,2,0,2,2,0,2,0.00291,11,0.176656,0.184284,221.746717
成立 (n),成立,,notion,1,0,1,1,0,1,0.006662,11,0.196003,0.206826,0
政权 (n),政权,,notion,1,0,1,1,0,1,0.007954,11,0.201255,0.212865,0
认识 (n),认识,,notion,9,0,9,10,0,10,0.067427,11,0.239467,0.257486,38680.648121
形式 (n),形式,,notion,1,0,1,1,0,1,0.003686,13,0.179003,0.187586,0
澈底 (n),澈底,,notion,3,0,3,3,0,3,0.027075,11,0.221291,0.235974,2700.283242
全国 (n),全国,,notion,3,0,3,6,0,6,0.035796,11,0.227367,0.241294,2030.006549
之四 (n),之四,,notion,2,0,2,2,0,2,0.004561,11,0.185648,0.195384,288.079274
实施 (n),实施,,notion,13,0,13,16,0,16,0.090556,9,0.228318,0.248573,29195.291566
民主运动 (n),民主运动,,notion,9,0,9,9,0,9,0.03281,11,0.219918,0.234268,18181.077385
经验 (n),经验,,notion,10,0,10,10,0,10,0.044091,11,0.207156,0.224049,16337.810324
现实 (n),现实,,notion,2,0,2,2,0,2,0.01256,11,0.200417,0.212676,401.546255
理想 (n),理想,,notion,5,0,5,5,0,5,0.076965,11,0.242922,0.260069,15504.842226
傀儡戏 (n),傀儡戏,,notion,1,0,1,1,0,1,0.002739,13,0.172523,0.17962,0
战争 (n),战争,,notion,8,0,8,9,0,9,0.058729,11,0.232255,0.248792,28743.64741
文化 (n),文化,,notion,15,0,15,18,0,18,0.165448,11,0.256914,0.280445,64042.941564
英雄 (n),英雄,,notion,4,0,4,6,0,6,0.01156,11,0.201496,0.213734,10599.092378
两种 (n),两种,,notion,1,0,1,1,0,1,0.017173,11,0.203178,0.216657,0
时期 (n),时期,,notion,3,0,3,3,0,3,0.078289,11,0.239637,0.258071,4299.557829
如此 (n),如此,,notion,6,0,6,6,0,6,0.015679,11,0.200975,0.21447,28886.130718
民意 (n),民意,,notion,6,0,6,7,0,7,0.119183,11,0.250294,0.270259,23765.231206
愿望 (n),愿望,,notion,1,0,1,1,0,1,0.001817,13,0.17099,0.177715,0
呼吁 (n),呼吁,,notion,5,0,5,6,0,6,0.044799,9,0.231669,0.247536,13688.616755
军事 (n),军事,,notion,3,0,3,4,0,4,0.031099,11,0.224762,0.23814,584.336672
情势 (n),情势,,notion,1,0,1,1,0,1,0.008221,11,0.203157,0.214394,0
应付 (n),应付,,notion,3,0,3,3,0,3,0.047502,11,0.234601,0.250463,7546.674575
当前 (n),当前,,notion,28,0,28,29,0,29,0.270786,11,0.262624,0.289793,135989.660552
经济恐慌 (n),经济恐慌,,notion,1,0,1,1,0,1,0.001001,13,0.156295,0.161186,0
国共两党 (n),国共两党,,notion,2,0,2,2,0,2,0.009651,11,0.199211,0.210613,243.415093
重开 (n),重开,,notion,1,0,1,1,0,1,0.010654,11,0.19929,0.21096,0
一种 (n),一种,,notion,2,0,2,2,0,2,0.009007,11,0.199251,0.210748,862.03228
作家 (n),作家,,notion,2,0,2,2,0,2,0.01092,11,0.199585,0.210782,38.269335
态度 (n),态度,,notion,7,0,7,7,0,7,0.085173,11,0.239325,0.256859,6963.579084
看法 (n),看法,,notion,7,0,7,7,0,7,0.062558,9,0.239523,0.256153,11849.499755
制度 (n),制度,,notion,10,0,10,10,0,10,0.094717,11,0.247534,0.267055,36592.238086
复兴 (n),复兴,,notion,4,0,4,4,0,4,0.033977,11,0.223346,0.238088,5963.280923
重建 (n),重建,,notion,1,0,1,1,0,1,0.010528,11,0.209064,0.221077,0
眼中 (n),眼中,,notion,2,0,2,2,0,2,0.00657,11,0.197672,0.208715,12114
解放区 (n),解放区,,notion,1,0,1,1,0,1,0.002882,13,0.187248,0.196962,0
罗斯福 (n),罗斯福,,notion,2,0,2,2,0,2,0.028942,11,0.22088,0.235437,2020.707348
时代 (n),时代,,notion,7,0,7,10,0,10,0.044186,11,0.227419,0.243364,23834.919877
行进 (n),行进,,notion,1,0,1,1,0,1,0.004435,11,0.190174,0.200077,0
广州 (n),广州,,notion,7,0,7,11,0,11,0.013988,11,0.196117,0.208801,30179.06326
方法 (n),方法,,notion,3,0,3,3,0,3,0.043783,11,0.23048,0.246817,15191.709755
生产 (n),生产,,notion,3,0,3,3,0,3,0.021992,11,0.213459,0.228078,6217.123208
前途 (n),前途,,notion,11,0,11,12,0,12,0.108931,11,0.245013,0.263779,28797.723191
感言 (n),感言,,notion,4,0,4,4,0,4,0.005322,13,0.180056,0.18843,2775.022129
国家 (n),国家,,notion,9,0,9,12,0,12,0.105918,11,0.245848,0.266173,31236.609602
科学 (n),科学,,notion,8,0,8,8,0,8,0.030824,11,0.221316,0.236306,9797.109258
今后 (n),今后,,notion,3,0,3,3,0,3,0.04748,11,0.231457,0.247286,7319.110361
几点 (n),几点,,notion,3,0,3,3,0,3,0.020714,11,0.217973,0.231338,992.348846
制止 (n),制止,,notion,1,0,1,1,0,1,0.008998,11,0.204039,0.215189,0
前夕 (n),前夕,,notion,1,0,1,1,0,1,0.001014,13,0.140425,0.144795,0
反苏 (n),反苏,,notion,3,0,3,3,0,3,0.058692,11,0.237916,0.254316,10326.51863
发展 (n),发展,,notion,9,0,9,10,0,10,0.073057,11,0.236912,0.254505,34776.090295
合作 (n),合作,,notion,7,0,7,8,0,8,0.08544,11,0.242223,0.260288,11322.568765
国庆日 (n),国庆日,,notion,1,0,1,1,0,1,0.011638,10,0.204763,0.216923,0
尊重 (n),尊重,,notion,1,0,1,1,0,1,0.011638,10,0.204763,0.216923,0
希望 (n),希望,,notion,12,0,12,14,0,14,0.130091,11,0.249306,0.270203,38822.815628
建国 (n),建国,,notion,10,0,10,12,0,12,0.047497,9,0.231271,0.247893,33748.88953
意见 (n),意见,,notion,6,0,6,6,0,6,0.041222,11,0.223717,0.239709,7215.954863
旧金山 (n),旧金山,,notion,1,0,1,1,0,1,0.002997,11,0.18784,0.19696,0
机会 (n),机会,,notion,5,0,5,5,0,5,0.028218,11,0.218539,0.233956,12964.703366
来华 (n),来华,,notion,1,0,1,1,0,1,0.004351,11,0.188523,0.197918,0
民国 (n),民国,,notion,4,0,4,4,0,4,0.022625,10,0.214161,0.228183,16214.367834
瞻望 (n),瞻望,,notion,1,0,1,1,0,1,0.008505,11,0.19773,0.208984,0
重要 (n),重要,,notion,5,0,5,5,0,5,0.038935,9,0.227777,0.243249,10272.092198
革命 (n),革命,,notion,4,0,4,4,0,4,0.051194,11,0.229017,0.245604,40103.691346
马歇尔 (n),马歇尔,,notion,7,0,7,7,0,7,0.0891,11,0.243595,0.262528,19698.651926
出版业 (n),出版业,,notion,1,0,1,1,0,1,0.005019,11,0.1813,0.190428,0
周年纪念 (n),周年纪念,,notion,1,0,1,1,0,1,0.004954,11,0.189247,0.198781,0
我国 (n),我国,,notion,4,0,4,4,0,4,0.030128,11,0.218657,0.233337,5422.815538
抗战 (n),抗战,,notion,5,0,5,5,0,5,0.026393,9,0.224238,0.23837,12178.2089
还是 (n),还是,,notion,7,0,7,7,0,7,0.118555,11,0.24796,0.268521,47402.179876
第一 (n),第一,,notion,4,0,4,4,0,4,0.01688,11,0.206247,0.219884,6296.185659
决定 (n),决定,,notion,6,0,6,6,0,6,0.057878,11,0.235393,0.251125,4656.069531
力量 (n),力量,,notion,7,0,7,7,0,7,0.060011,11,0.237441,0.252992,16011.363861
无敌 (n),无敌,,notion,1,0,1,1,0,1,0.005628,11,0.174882,0.183355,0
结合 (n),结合,,notion,1,0,1,1,0,1,0.00711,11,0.198487,0.209325,0
起来 (n),起来,,notion,7,0,7,8,0,8,0.041496,11,0.233814,0.248169,6648.348349
团结 (n),团结,,notion,1,0,1,1,0,1,0.001488,13,0.172111,0.178402,0
大后方 (n),大后方,,notion,1,0,1,1,0,1,0.001078,11,0.159603,0.164269,0
导演 (n),导演,,notion,1,0,1,1,0,1,0.00348,11,0.189531,0.19901,0
戏剧 (n),戏剧,,notion,7,0,7,11,0,11,0.015136,11,0.193026,0.205271,50899.994999
旅行 (n),旅行,,notion,2,0,2,5,0,5,0.008408,13,0.186798,0.198067,3466.183294
演出 (n),演出,,notion,2,0,2,2,0,2,0.002848,11,0.166687,0.172705,194.286895
而歌 (n),而歌,,notion,3,0,3,3,0,3,0.01487,11,0.203546,0.216479,829.185885
运动 (n),运动,,notion,16,0,16,17,0,17,0.169944,9,0.260156,0.282676,86786.784736
第三党 (n),第三党,,notion,1,0,1,1,0,1,0.001025,13,0.161957,0.167144,0
一党 (n),一党,,notion,2,0,2,2,0,2,0.025195,9,0.219274,0.233149,429.884489
兵士 (n),兵士,,notion,1,0,1,1,0,1,0.000741,2,0.666667,0.75,0
性格 (n),性格,,notion,1,0,1,1,0,1,0.002975,13,0.185682,0.195165,0
抗日 (n),抗日,,notion,1,0,1,1,0,1,0.001494,11,0.169172,0.175829,0
方向 (n),方向,,notion,4,0,4,4,0,4,0.038231,11,0.228344,0.242838,5953.348582
有些 (n),有些,,notion,1,0,1,1,0,1,0.026341,11,0.220158,0.234204,0
说起 (n),说起,,notion,11,0,11,12,0,12,0.137881,11,0.2522,0.272981,63575.079118
外交政策 (n),外交政策,,notion,8,0,8,10,0,10,0.054499,11,0.230243,0.246885,19047.513311
华北 (n),华北,,notion,1,0,1,2,0,2,0.002554,11,0.178104,0.186326,0
东北 (n),东北,,notion,25,0,25,30,0,30,0.225318,9,0.255549,0.281652,108953.882331
成就 (n),成就,,notion,2,0,2,2,0,2,0.003032,11,0.177198,0.185282,91.645765
本质 (n),本质,,notion,1,0,1,1,0,1,0.004578,11,0.189781,0.19952,0
事件 (n),事件,,notion,9,0,9,9,0,9,0.082356,11,0.239637,0.257601,19109.623675
实现 (n),实现,,notion,3,0,3,3,0,3,0.025429,11,0.211937,0.225605,505.632103
屠杀 (n),屠杀,,notion,1,0,1,1,0,1,0.007848,11,0.2,0.21135,0
联合政府 (n),联合政府,,notion,6,0,6,6,0,6,0.075153,11,0.237524,0.254309,10929.267633
七七 (n),七七,,notion,9,0,9,9,0,9,0.061036,11,0.238309,0.255323,26317.985345
晚会 (n),晚会,,notion,1,0,1,1,0,1,0.001243,13,0.160657,0.16571,0
联合 (n),联合,,notion,1,0,1,1,0,1,0.010245,11,0.201375,0.213306,0
兵诗 (n),兵诗,,notion,1,0,1,1,0,1,0.001278,13,0.155226,0.16038,0
题词 (n),题词,,notion,1,0,1,1,0,1,0.006272,11,0.19055,0.200753,0
之间 (n),之间,,notion,2,0,2,2,0,2,0.006737,11,0.193674,0.204382,4040
军人 (n),军人,,notion,4,0,4,4,0,4,0.023076,11,0.219084,0.232485,28816.155363
所说 (n),所说,,notion,1,0,1,1,0,1,0.026341,11,0.220158,0.234204,0
的话 (n),的话,,notion,3,0,3,3,0,3,0.022926,11,0.217316,0.231425,20258.358672
局势 (n),局势,,notion,9,0,9,9,0,9,0.068749,9,0.2368,0.253636,14502.188614
献言 (n),献言,,notion,1,0,1,2,0,2,0.000741,2,0.666667,0.75,0
呼声 (n),呼声,,notion,8,0,8,8,0,8,0.11065,11,0.246748,0.266321,15807.638539
大众 (n),大众,,notion,2,0,2,2,0,2,0.004389,11,0.185053,0.193577,34.638167
之后 (n),之后,,notion,4,0,4,4,0,4,0.043883,11,0.23151,0.245712,14689.926621
联合国 (n),联合国,,notion,8,0,8,11,0,11,0.064597,11,0.235916,0.253152,13026.26324
做起 (n),做起,,notion,1,0,1,1,0,1,0.008467,11,0.198917,0.21043,0
民众 (n),民众,,notion,4,0,4,4,0,4,0.018412,11,0.212807,0.226454,2356.281546
要求 (n),要求,,notion,8,0,8,8,0,8,0.071918,9,0.240693,0.259371,40520.704627
中日 (n),中日,,notion,1,0,1,1,0,1,0.00309,11,0.186436,0.195826,0
