Id,Label,timeset,type,color,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
吴世昌(1946),吴世昌,,author,"#B4B4B4",0,2,333,0,6,1222,0.721855,2,0.594441,0.658874,13209.125113
吴泽(1946),吴泽,,author,"#B4B4B4",0,1,77,0,5,575,0.045653,3,0.444633,0.482983,0
周公南(1946),周公南,,author,"#B4B4B4",0,1,67,0,5,875,0.012267,3,0.378476,0.414281,0
寒松(1946),寒松,,author,"#B4B4B4",0,1,184,0,5,2600,0.358356,3,0.50677,0.562977,0
小芒(1946),小芒,,author,"#B4B4B4",0,1,110,0,5,985,0.044836,3,0.451335,0.499046,0
张一凡(1946),张一凡,,author,"#B4B4B4",0,2,349,0,6,2616,0.730739,2,0.599886,0.666508,17525.219084
更生(1946),更生,,author,"#B4B4B4",0,1,80,0,5,1440,0.030021,3,0.467857,0.502545,0
杨光明(1946),杨光明,,author,"#B4B4B4",0,1,91,0,5,690,0.053017,3,0.505792,0.532761,0
梁纯夫(1946),梁纯夫,,author,"#B4B4B4",0,2,255,0,6,2719,0.381305,3,0.524787,0.596851,2310.864978
湘渔(1946),湘渔,,author,"#B4B4B4",0,1,184,0,5,2600,0.358356,3,0.50677,0.562977,0
瞿康祖(1946),瞿康祖,,author,"#B4B4B4",0,1,67,0,5,875,0.012267,3,0.378476,0.414281,0
胡先驌(1946),胡先驌,,author,"#B4B4B4",0,1,95,0,5,735,0.037808,3,0.431987,0.477735,0
胡愈之(1946),胡愈之,,author,"#B4B4B4",0,3,435,0,8,3657,0.933858,2,0.630945,0.707538,6761.879733
范蕙(1946),范蕙,,author,"#B4B4B4",0,1,241,0,5,2415,0.695953,2,0.56496,0.614981,0
许寿裳(1946),许寿裳,,author,"#B4B4B4",0,2,391,0,8,4055,0.923666,2,0.614663,0.686546,1507.333609
赵渢(1946),赵渢,,author,"#B4B4B4",0,1,52,0,5,405,0.032827,3,0.41803,0.451177,0
钱晓义(1946),钱晓义,,author,"#B4B4B4",0,1,67,0,5,875,0.012267,3,0.378476,0.414281,0
